award_year,date_awarded,prize_amount,prize_amount_adjusted,laureate_id,known_name,full_name,sex,portion,sort_order,motivation,category,birth_date,birth_city,birth_country,birth_latitude,birth_longitude,death_date,death_city,death_country,death_latitude,death_longitude,affiliation_name,affiliation_city,affiliation_country,affiliation_latitude,affiliation_longitude,wikipedia_url,is_shared,winners_per_year,winners_per_category,is_repeat_winner,country_winner_rank
1974,10/9/1974,550000,4126741,533.0,Eisaku Satō,Eisaku Satō,male,0.5,2.0,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,Peace,3/27/1901,Tabuse,Japan,33.954694,132.041417,6/3/1975,Tokyo,Japan,35.680183,139.769373,,,,,,https://en.wikipedia.org/wiki/Eisaku_Satō,1,12,112,0,4.0
1974,10/15/1974,550000,4126741,100.0,Martin Ryle,Sir Martin Ryle,male,0.5,1.0,"for their pioneering research in radio astrophysics: Ryle for his observations and inventions, in particular of the aperture synthesis technique, and Hewish for his decisive role in the discovery of pulsars",Physics,9/27/1918,Brighton,United Kingdom,50.82442,-0.143821,10/14/1984,Cambridge,United Kingdom,52.194605,0.135092,University of Cambridge,Cambridge,United Kingdom,52.194605,0.135092,https://en.wikipedia.org/wiki/Martin_Ryle,1,12,230,0,48.0
1974,10/10/1974,550000,4126741,403.0,Albert Claude,Albert Claude,male,0.333333,1.0,for their discoveries concerning the structural and functional organization of the cell,Physiology or Medicine,1898-08-24,Longlier,Belgium,,,5/22/1983,Brussels,Belgium,50.849243,4.354815,Université Catholique de Louvain,Louvain,Belgium,50.883029,4.713949,https://en.wikipedia.org/wiki/Albert_Claude,1,12,232,0,7.0
1974,10/10/1974,550000,4126741,404.0,Christian de Duve,Christian de Duve,male,0.333333,2.0,for their discoveries concerning the structural and functional organization of the cell,Physiology or Medicine,10/2/1917,Thames Ditton,United Kingdom,51.394806,-0.341306,5/4/2013,Nethen,Belgium,,,Rockefeller University,"New York, NY",USA,40.715758,-74.0113,https://en.wikipedia.org/wiki/Christian_de_Duve,1,12,232,0,49.0
1975,10/17/1975,630000,4304697,248.0,Vladimir Prelog,Vladimir Prelog,male,0.5,2.0,for his research into the stereochemistry of organic molecules and reactions,Chemistry,7/23/1906,Sarajevo,Bosnia and Herzegovina,43.856076,18.411485,1/7/1998,Zurich,Switzerland,47.376909,8.541697,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,47.376909,8.541697,https://en.wikipedia.org/wiki/Vladimir_Prelog,1,12,200,0,2.0
1975,10/17/1975,630000,4304697,247.0,John Cornforth,John Warcup Cornforth,male,0.5,1.0,for his work on the stereochemistry of enzyme-catalyzed reactions,Chemistry,9/7/1917,Sydney,Australia,-33.854816,151.216461,12/8/2013,,,,,University of Sussex,Brighton,United Kingdom,50.82442,-0.143821,https://en.wikipedia.org/wiki/John_Cornforth,1,12,200,0,6.0
1975,10/23/1975,630000,4304697,651.0,Eugenio Montale,Eugenio Montale,male,1.0,1.0,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",Literature,1896-10-12,Genoa,Italy,44.405804,8.948925,9/12/1981,Milan,Italy,45.460249,9.181687,,,,,,https://en.wikipedia.org/wiki/Eugenio_Montale,0,12,122,0,11.0
1975,10/14/1975,630000,4304697,687.0,Tjalling C. Koopmans,Tjalling C. Koopmans,male,0.5,2.0,for their contributions to the theory of optimum allocation of resources,Economic Sciences,8/28/1910,'s Graveland,the Netherlands,52.243889,5.121111,2/26/1985,"New Haven, CT",USA,41.307802,-72.932531,Yale University,"New Haven, CT",USA,41.307802,-72.932531,https://en.wikipedia.org/wiki/Tjalling_Koopmans,1,12,99,0,11.0
1975,10/16/1975,630000,4304697,408.0,Howard M. Temin,Howard Martin Temin,male,0.333333,3.0,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Physiology or Medicine,12/10/1934,"Philadelphia, PA",USA,39.957132,-75.174342,2/9/1994,"Madison, WI",USA,43.071835,-89.386688,University of Wisconsin,"Madison, WI",USA,43.071835,-89.386688,https://en.wikipedia.org/wiki/Howard_Martin_Temin,1,12,232,0,81.0
1975,10/14/1975,630000,4304697,686.0,Leonid Vitaliyevich Kantorovich,Leonid Vitaliyevich Kantorovich,male,0.5,1.0,for their contributions to the theory of optimum allocation of resources,Economic Sciences,1/19/1912,St. Petersburg,Russia,59.956651,30.333547,4/7/1986,Moscow,Russia,55.741387,37.618892,Academy of Sciences,Moscow,Russia,55.741387,37.618892,https://en.wikipedia.org/wiki/Leonid_Kantorovich,1,12,99,0,15.0
1975,10/17/1975,630000,4304697,102.0,Aage N. Bohr,Aage Niels Bohr,male,0.333333,1.0,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Physics,6/19/1922,Copenhagen,Denmark,55.678127,12.572532,9/8/2009,Copenhagen,Denmark,55.678127,12.572532,Niels Bohr Institute,Copenhagen,Denmark,55.678127,12.572532,https://en.wikipedia.org/wiki/Aage_Bohr,1,12,230,0,10.0
1975,10/9/1975,630000,4304697,534.0,Andrei Sakharov,Andrei Dmitrievich Sakharov,,1.0,1.0,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",Peace,,,,,,,,,,,,,,,,,0,12,112,0,
1975,10/16/1975,630000,4304697,407.0,Renato Dulbecco,Renato Dulbecco,,0.333333,2.0,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Physiology or Medicine,,,,,,,,,,,,,,,,,1,12,232,0,
1975,10/16/1975,630000,4304697,406.0,David Baltimore,David Baltimore,,0.333333,1.0,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,Physiology or Medicine,,,,,,,,,,,,,,,,,1,12,232,0,
1975,10/17/1975,630000,4304697,104.0,James Rainwater,Leo James Rainwater,,0.333333,3.0,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Physics,,,,,,,,,,,,,,,,,1,12,230,0,
1975,10/17/1975,630000,4304697,103.0,Ben R. Mottelson,Ben Roy Mottelson,,0.333333,2.0,for the discovery of the connection between collective motion and particle motion in atomic nuclei and the development of the theory of the structure of the atomic nucleus based on this connection,Physics,,,,,,,,,,,,,,,,,1,12,230,0,
1976,10/18/1976,681000,4226835,249.0,William Lipscomb,William N. Lipscomb,male,1.0,1.0,for his studies on the structure of boranes illuminating problems of chemical bonding,Chemistry,12/9/1919,"Cleveland, OH",USA,41.496386,-81.710675,4/14/2011,"Cambridge, MA",USA,42.374024,-71.107306,Harvard University,"Cambridge, MA",USA,42.374024,-71.107306,https://en.wikipedia.org/wiki/William_Lipscomb,0,9,200,0,82.0
1976,10/14/1976,681000,4226835,688.0,Milton Friedman,Milton Friedman,,1.0,1.0,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",Economic Sciences,,,,,,,,,,,,,,,,,0,9,99,0,
1976,10/21/1976,681000,4226835,652.0,Saul Bellow,Saul Bellow,male,1.0,1.0,for the human understanding and subtle analysis of contemporary culture that are combined in his work,Literature,6/10/1915,Montreal,Canada,45.502786,-73.569058,4/5/2005,"Brookline, MA",USA,42.331764,-71.121163,,,,,,https://en.wikipedia.org/wiki/Saul_Bellow,0,9,122,0,5.0
1976,10/18/1976,681000,4226835,105.0,Burton Richter,Burton Richter,male,0.5,1.0,for their pioneering work in the discovery of a heavy elementary particle of a new kind,Physics,3/22/1931,"Brooklyn, NY",USA,40.676379,-73.949819,7/18/2018,"Stanford, CA",USA,37.424734,-122.163858,Stanford Linear Accelerator Center,"Stanford, CA",USA,37.424734,-122.163858,https://en.wikipedia.org/wiki/Burton_Richter,1,9,230,0,83.0
1976,10/18/1976,681000,4226835,106.0,Samuel C.C. Ting,Samuel Chao Chung Ting,male,0.5,2.0,for their pioneering work in the discovery of a heavy elementary particle of a new kind,Physics,1/27/1936,"Ann Arbor, MI",USA,42.281061,-83.745758,,,,,,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,42.374024,-71.107306,https://en.wikipedia.org/wiki/Samuel_C._C._Ting,1,9,230,0,84.0
1976,10/14/1976,681000,4226835,409.0,Baruch S. Blumberg,Baruch S. Blumberg,male,0.5,1.0,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Physiology or Medicine,7/28/1925,"New York, NY",USA,40.715758,-74.0113,4/5/2011,"Moffett Field, CA",USA,,,The Institute for Cancer Research,"Philadelphia, PA",USA,39.957132,-75.174342,https://en.wikipedia.org/wiki/Baruch_Samuel_Blumberg,1,9,232,0,85.0
1976,10/14/1976,681000,4226835,410.0,D. Carleton Gajdusek,D. Carleton Gajdusek,male,0.5,2.0,for their discoveries concerning new mechanisms for the origin and dissemination of infectious diseases,Physiology or Medicine,9/9/1923,"Yonkers, NY",USA,40.941389,-73.864444,12/12/2008,Tromsø,Norway,69.649739,18.959848,National Institutes of Health,"Bethesda, MD",USA,38.984918,-77.093308,https://en.wikipedia.org/wiki/Daniel_Carleton_Gajdusek,1,9,232,0,86.0
1976,10/10/1977,681000,4226835,535.0,Betty Williams,Elizabeth Williams,female,0.5,1.0,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,Peace,5/22/1943,Belfast,Northern Ireland,54.596439,-5.930276,3/17/2020,Belfast,Northern Ireland,54.596439,-5.930276,,,,,,https://en.wikipedia.org/wiki/Betty_Williams_(Nobel_laureate),1,9,112,0,1.0
1976,10/10/1977,681000,4226835,536.0,Mairead Corrigan,Mairead Corrigan,female,0.5,2.0,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,Peace,1/27/1944,Belfast,Northern Ireland,54.596439,-5.930276,,,,,,,,,,,https://en.wikipedia.org/wiki/Mairead_Maguire,1,9,112,0,2.0
1977,10/11/1977,700000,3896009,107.0,Philip W. Anderson,Philip Warren Anderson,,0.333333,1.0,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Physics,,,,,,,,,,,,,,,,,1,10,230,0,
1977,10/11/1977,700000,3896009,250.0,Ilya Prigogine,Ilya Romanovich Prigogine,male,1.0,1.0,"for his contributions to non-equilibrium thermodynamics, particularly the theory of dissipative structures",Chemistry,1/25/1917,Moscow,Russia,55.741387,37.618892,5/28/2003,Brussels,Belgium,50.849243,4.354815,Université Libre de Bruxelles,Brussels,Belgium,50.849243,4.354815,https://en.wikipedia.org/wiki/Ilya_Prigogine,0,10,200,0,16.0
1977,10/14/1977,700000,3896009,689.0,Bertil Ohlin,Bertil Ohlin,male,0.5,1.0,for their pathbreaking contribution to the theory of international trade and international capital movements,Economic Sciences,1899-04-23,Klippan,Sweden,56.134611,13.1474,8/3/1979,Vålådalen,Sweden,63.0,14.666669,Stockholm School of Economics,Stockholm,Sweden,59.325371,18.070794,https://en.wikipedia.org/wiki/Bertil_Ohlin,1,10,99,0,20.0
1977,10/14/1977,700000,3896009,690.0,James E. Meade,James E. Meade,male,0.5,2.0,for their pathbreaking contribution to the theory of international trade and international capital movements,Economic Sciences,6/23/1907,Swanage,United Kingdom,50.61,-1.96,12/22/1995,Cambridge,United Kingdom,52.194605,0.135092,University of Cambridge,Cambridge,United Kingdom,52.194605,0.135092,https://en.wikipedia.org/wiki/James_Meade,1,10,99,0,50.0
1977,10/6/1977,700000,3896009,653.0,Vicente Aleixandre,Vicente Aleixandre,male,1.0,1.0,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",Literature,1898-04-26,Sevilla,Spain,37.389092,-5.984459,12/14/1984,Madrid,Spain,40.423203,-3.693965,,,,,,https://en.wikipedia.org/wiki/Vicente_Aleixandre,0,10,122,0,6.0
1977,10/11/1977,700000,3896009,109.0,John H. Van Vleck,John Hasbrouck Van Vleck,,0.333333,3.0,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Physics,,,,,,,,,,,,,,,,,1,10,230,0,
1977,10/13/1977,700000,3896009,411.0,Roger Guillemin,Roger Guillemin,male,0.25,1.0,for their discoveries concerning the peptide hormone production of the brain,Physiology or Medicine,1/11/1924,Dijon,France,47.320903,5.041144,2/21/2024,"Del Mar, CA",USA,32.959489,-117.265315,The Salk Institute,"San Diego, CA",USA,32.7305,-117.166696,https://en.wikipedia.org/wiki/Roger_Guillemin,1,10,232,0,40.0
1977,10/13/1977,700000,3896009,412.0,Andrew V. Schally,Andrew V. Schally,,0.25,2.0,for their discoveries concerning the peptide hormone production of the brain,Physiology or Medicine,,,,,,,,,,,,,,,,,1,10,232,0,
1977,10/13/1977,700000,3896009,413.0,Rosalyn Yalow,Rosalyn Yalow,female,0.5,3.0,for the development of radioimmunoassays of peptide hormones,Physiology or Medicine,7/19/1921,"New York, NY",USA,40.715758,-74.0113,5/30/2011,"New York, NY",USA,40.715758,-74.0113,Veterans Administration Hospital,"Bronx, NY",USA,40.845711,-73.870774,https://en.wikipedia.org/wiki/Rosalyn_Sussman_Yalow,1,10,232,0,87.0
1977,10/11/1977,700000,3896009,108.0,Sir Nevill F. Mott,Sir Nevill Francis Mott,,0.333333,2.0,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems,Physics,,,,,,,,,,,,,,,,,1,10,230,0,
1978,10/17/1978,725000,3665192,251.0,Peter Mitchell,Peter D. Mitchell,male,1.0,1.0,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory,Chemistry,9/29/1920,Mitcham,United Kingdom,51.400833,-0.151667,4/10/1992,Bodmin,United Kingdom,50.471386,-4.720168,Glynn Research Laboratories,Bodmin,United Kingdom,50.471386,-4.720168,https://en.wikipedia.org/wiki/Peter_D._Mitchell,0,11,200,0,51.0
1978,10/16/1978,725000,3665192,691.0,Herbert Simon,Herbert A. Simon,male,1.0,1.0,for his pioneering research into the decision-making process within economic organizations,Economic Sciences,6/15/1916,"Milwaukee, WI",USA,43.05,-87.95,2/9/2001,"Pittsburgh, PA",USA,40.440136,-80.008661,Carnegie Mellon University,"Pittsburgh, PA",USA,40.440136,-80.008661,https://en.wikipedia.org/wiki/Herbert_A._Simon,0,11,99,0,88.0
1978,10/5/1978,725000,3665192,654.0,Isaac Bashevis Singer,Isaac Bashevis Singer,male,1.0,1.0,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",Literature,7/14/1904,Leoncin,Poland,52.393567,20.533848,7/24/1991,"Surfside, FL",USA,25.878428,-80.125601,,,,,,https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer,0,11,122,0,20.0
1978,10/27/1978,725000,3665192,538.0,Anwar al-Sadat,Mohamed Anwar al-Sadat,male,0.5,1.0,for jointly having negotiated peace between Egypt and Israel in 1978,Peace,12/25/1918,Mit Abu al-Kawm,Egypt,30.636667,30.913889,10/6/1981,Cairo,Egypt,30.044388,31.235725,,,,,,https://en.wikipedia.org/wiki/Anwar_Sadat,1,11,112,0,2.0
1978,10/12/1978,725000,3665192,416.0,Hamilton O. Smith,Hamilton O. Smith,,0.333333,3.0,for the discovery of restriction enzymes and their application to problems of molecular genetics,Physiology or Medicine,,,,,,,,,,,,,,,,,1,11,232,0,
1978,10/27/1978,725000,3665192,539.0,Menachem Begin,Menachem Begin,male,0.5,2.0,for jointly having negotiated peace between Egypt and Israel in 1978,Peace,8/16/1913,Brest Litovsk,Belarus,52.099275,23.766053,3/9/1992,Tel Aviv,Israel,32.085996,34.781915,,,,,,https://en.wikipedia.org/wiki/Menachem_Begin,1,11,112,0,2.0
1978,10/17/1978,725000,3665192,111.0,Arno Penzias,Arno Allan Penzias,male,0.25,2.0,for their discovery of cosmic microwave background radiation,Physics,4/26/1933,Munich,Germany,48.134703,11.581995,1/22/2024,"San Francisco, CA",USA,37.774498,-122.429706,Bell Laboratories,"Holmdel, NJ",USA,40.34772,-74.17704,https://en.wikipedia.org/wiki/Arno_Allan_Penzias,1,11,230,0,51.0
1978,10/17/1978,725000,3665192,112.0,Robert Woodrow Wilson,Robert Woodrow Wilson,male,0.25,3.0,for their discovery of cosmic microwave background radiation,Physics,1/10/1936,"Houston, TX",USA,29.769539,-95.389817,,,,,,Bell Laboratories,"Holmdel, NJ",USA,40.34772,-74.17704,https://en.wikipedia.org/wiki/Robert_Woodrow_Wilson,1,11,230,0,89.0
1978,10/12/1978,725000,3665192,414.0,Werner Arber,Werner Arber,male,0.333333,1.0,for the discovery of restriction enzymes and their application to problems of molecular genetics,Physiology or Medicine,6/3/1929,Gränichen,Switzerland,47.363636,8.092984,,,,,,Biozentrum der Universität,Basel,Switzerland,47.560153,7.58788,https://en.wikipedia.org/wiki/Werner_Arber,1,11,232,0,11.0
1978,10/12/1978,725000,3665192,415.0,Daniel Nathans,Daniel Nathans,,0.333333,2.0,for the discovery of restriction enzymes and their application to problems of molecular genetics,Physiology or Medicine,,,,,,,,,,,,,,,,,1,11,232,0,
1978,10/17/1978,725000,3665192,110.0,Pyotr Kapitsa,Pyotr Leonidovich Kapitsa,,0.5,1.0,for his basic inventions and discoveries in the area of low-temperature physics,Physics,,,,,,,,,,,,,,,,,1,11,230,0,
1979,10/18/1979,800000,3778486,655.0,Odysseus Elytis,Odysseus Elytis,,1.0,1.0,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",Literature,,,,,,,,,,,,,,,,,0,11,122,0,
1979,10/15/1979,800000,3778486,252.0,Herbert C. Brown,Herbert C. Brown,male,0.5,1.0,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",Chemistry,5/22/1912,London,United Kingdom,51.510235,-0.120852,12/19/2004,"Lafayette, IN",USA,40.416702,-86.875287,Purdue University,"West Lafayette, IN",USA,40.425629,-86.907457,https://en.wikipedia.org/wiki/Herbert_C._Brown,1,11,200,0,52.0
1979,10/15/1979,800000,3778486,253.0,Georg Wittig,Georg Wittig,male,0.5,2.0,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",Chemistry,1897-06-16,Berlin,Germany,52.522265,13.406852,8/26/1987,Heidelberg,Germany,49.39922,8.680522,University of Heidelberg,Heidelberg,Germany,49.39922,8.680522,https://en.wikipedia.org/wiki/Georg_Wittig,1,11,200,0,52.0
1979,10/16/1979,800000,3778486,692.0,Theodore W. Schultz,Theodore W. Schultz,male,0.5,1.0,for their pioneering research into economic development research with particular consideration of the problems of developing countries,Economic Sciences,4/30/1902,"Arlington, SD",USA,44.364444,-97.134722,2/26/1998,"Evanston, IL",USA,42.045791,-87.686963,University of Chicago,"Chicago, IL",USA,41.876228,-87.638416,https://en.wikipedia.org/wiki/Theodore_Schultz,1,11,99,0,90.0
1979,10/16/1979,800000,3778486,693.0,Sir Arthur Lewis,Sir Arthur Lewis,male,0.5,2.0,for their pioneering research into economic development research with particular consideration of the problems of developing countries,Economic Sciences,1/23/1915,Castries,Saint Lucia,14.016667,-60.983333,6/15/1991,Bridgetown,Barbados,13.096851,-59.614482,Princeton University,"Princeton, NJ",USA,40.359783,-74.668268,https://en.wikipedia.org/wiki/Arthur_Lewis_(economist),1,11,99,0,1.0
1979,10/27/1979,800000,3778486,540.0,Mother Teresa,Mother Teresa,female,1.0,1.0,for her work for bringing help to suffering humanity,Peace,8/26/1910,Skopje,North Macedonia,41.996111,21.431667,9/5/1997,Calcutta,India,22.579858,88.368101,Missionaries of Charity,Kolkata,India,,,https://en.wikipedia.org/wiki/Mother_Teresa,0,11,112,0,1.0
1979,10/15/1979,800000,3778486,114.0,Abdus Salam,Abdus Salam,male,0.333333,2.0,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Physics,1/29/1926,Jhang Maghiāna,Pakistan,31.268056,72.318056,11/21/1996,Oxford,United Kingdom,51.753363,-1.260979,International Centre for Theoretical Physics,Trieste,Italy,45.649433,13.776623,https://en.wikipedia.org/wiki/Abdus_Salam,1,11,230,0,1.0
1979,10/15/1979,800000,3778486,115.0,Steven Weinberg,Steven Weinberg,,0.333333,3.0,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Physics,,,,,,,,,,,,,,,,,1,11,230,0,
1979,10/11/1979,800000,3778486,417.0,Allan M. Cormack,Allan M. Cormack,male,0.5,1.0,for the development of computer assisted tomography,Physiology or Medicine,2/23/1924,Johannesburg,South Africa,-26.205387,28.045515,5/7/1998,"Winchester, MA",USA,42.452303,-71.136996,Tufts University,"Medford, MA",USA,42.418478,-71.10353,https://en.wikipedia.org/wiki/Allan_McLeod_Cormack,1,11,232,0,2.0
1979,10/11/1979,800000,3778486,418.0,Godfrey N. Hounsfield,Godfrey N. Hounsfield,male,0.5,2.0,for the development of computer assisted tomography,Physiology or Medicine,8/28/1919,Newark,United Kingdom,53.0765,-0.81,8/12/2004,Kingston upon Thames,United Kingdom,51.41233,-0.300689,"Central Research Laboratories, EMI",London,United Kingdom,51.510235,-0.120852,https://en.wikipedia.org/wiki/Godfrey_Hounsfield,1,11,232,0,53.0
1979,10/15/1979,800000,3778486,113.0,Sheldon Glashow,Sheldon Lee Glashow,,0.333333,1.0,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current",Physics,,,,,,,,,,,,,,,,,1,11,230,0,
1980,10/15/1980,880000,3654081,694.0,Lawrence R. Klein,Lawrence R. Klein,,1.0,1.0,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,Economic Sciences,,,,,,,,,,,,,,,,,0,11,99,0,
1980,10/14/1980,880000,3654081,254.0,Paul Berg,Paul Berg,male,0.5,1.0,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA",Chemistry,6/30/1926,"New York, NY",USA,40.715758,-74.0113,2/15/2023,"Stanford, CA",USA,37.424734,-122.163858,Stanford University,"Stanford, CA",USA,37.424734,-122.163858,https://en.wikipedia.org/wiki/Paul_Berg,1,11,200,0,91.0
1980,10/14/1980,880000,3654081,255.0,Walter Gilbert,Walter Gilbert,male,0.25,2.0,for their contributions concerning the determination of base sequences in nucleic acids,Chemistry,3/21/1932,"Boston, MA",USA,42.36042,-71.05681,,,,,,"Harvard University, Biological Laboratories","Cambridge, MA",USA,42.374024,-71.107306,https://en.wikipedia.org/wiki/Walter_Gilbert,1,11,200,0,92.0
1980,10/14/1980,880000,3654081,222.0,Frederick Sanger,Frederick Sanger,male,0.25,3.0,for their contributions concerning the determination of base sequences in nucleic acids,Chemistry,8/13/1918,Rendcombe,United Kingdom,51.785,-1.975,11/19/2013,Cambridge,United Kingdom,52.194605,0.135092,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,52.194605,0.135092,https://en.wikipedia.org/wiki/Frederick_Sanger,1,11,200,1,54.0
1980,10/9/1980,880000,3654081,657.0,Czesław Miłosz,Czesław Miłosz,male,1.0,1.0,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,Literature,6/30/1911,Śeteniai,Lithuania,55.394722,24.032778,8/14/2004,Kraków,Poland,50.06465,19.94498,,,,,,https://en.wikipedia.org/wiki/Czesław_Miłosz,0,11,122,0,1.0
1980,10/27/1980,880000,3654081,541.0,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,,1.0,1.0,"for being a source of inspiration to repressed people, especially in Latin America",Peace,,,,,,,,,,,,,,,,,0,11,112,0,
1980,10/14/1980,880000,3654081,116.0,James Cronin,James Watson Cronin,male,0.5,1.0,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,Physics,9/29/1931,"Chicago, IL",USA,41.876228,-87.638416,8/25/2016,"St. Paul, MN",USA,44.944167,-93.093611,University of Chicago,"Chicago, IL",USA,41.876228,-87.638416,https://en.wikipedia.org/wiki/James_Cronin,1,11,230,0,93.0
1980,10/10/1980,880000,3654081,419.0,Baruj Benacerraf,Baruj Benacerraf,male,0.333333,1.0,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Physiology or Medicine,10/29/1920,Caracas,Venezuela,10.485229,-66.905482,8/2/2011,"Boston, MA",USA,42.36042,-71.05681,Harvard Medical School,"Boston, MA",USA,42.36042,-71.05681,https://en.wikipedia.org/wiki/Baruj_Benacerraf,1,11,232,0,1.0
1980,10/10/1980,880000,3654081,420.0,Jean Dausset,Jean Dausset,male,0.333333,2.0,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Physiology or Medicine,10/19/1916,Toulouse,France,43.604154,1.442453,6/6/2009,"Palma, Majorca",Spain,39.569506,2.649966,"Université de Paris, Laboratoire Immuno-Hématologie",Paris,France,48.860093,2.355954,https://en.wikipedia.org/wiki/Jean_Dausset,1,11,232,0,41.0
1980,10/10/1980,880000,3654081,421.0,George D. Snell,George D. Snell,,0.333333,3.0,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,Physiology or Medicine,,,,,,,,,,,,,,,,,1,11,232,0,
1980,10/14/1980,880000,3654081,117.0,Val Fitch,Val Logsdon Fitch,male,0.5,2.0,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,Physics,3/10/1923,"Merriman, NE",USA,42.919723,-101.700703,2/5/2015,"Princeton, NJ",USA,40.359783,-74.668268,Princeton University,"Princeton, NJ",USA,40.359783,-74.668268,https://en.wikipedia.org/wiki/Val_Logsdon_Fitch,1,11,230,0,94.0
1981,10/19/1981,1000000,3704688,118.0,Nicolaas Bloembergen,Nicolaas Bloembergen,,0.25,1.0,for their contribution to the development of laser spectroscopy,Physics,,,,,,,,,,,,,,,,,1,10,230,0,
1981,10/19/1981,1000000,3704688,258.0,Roald Hoffmann,Roald Hoffmann,male,0.5,2.0,"for their theories, developed independently, concerning the course of chemical reactions",Chemistry,7/18/1937,Zloczov,Ukraine,49.809226,24.901322,,,,,,Cornell University,"Ithaca, NY",USA,42.444089,-76.50095,https://en.wikipedia.org/wiki/Roald_Hoffmann,1,10,200,0,4.0
1981,10/13/1981,1000000,3704688,695.0,James Tobin,James Tobin,male,1.0,1.0,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",Economic Sciences,3/5/1918,"Champaign, IL",USA,40.112778,-88.261111,3/11/2002,"New Haven, CT",USA,41.307802,-72.932531,Yale University,"New Haven, CT",USA,41.307802,-72.932531,https://en.wikipedia.org/wiki/James_Tobin,0,10,99,0,95.0
1981,10/15/1981,1000000,3704688,658.0,Elias Canetti,Elias Canetti,male,1.0,1.0,"for writings marked by a broad outlook, a wealth of ideas and artistic power",Literature,7/25/1905,Ruse,Bulgaria,43.844532,25.953907,8/14/1994,Zurich,Switzerland,47.376909,8.541697,,,,,,https://en.wikipedia.org/wiki/Elias_Canetti,0,10,122,0,1.0
1981,10/19/1981,1000000,3704688,257.0,Kenichi Fukui,Kenichi Fukui,male,0.5,1.0,"for their theories, developed independently, concerning the course of chemical reactions",Chemistry,10/4/1918,Nara,Japan,34.685194,135.832944,1/9/1998,Kyoto,Japan,35.017709,135.761432,Kyoto University,Kyoto,Japan,35.017709,135.761432,https://en.wikipedia.org/wiki/Kenichi_Fukui,1,10,200,0,5.0
1981,10/19/1981,1000000,3704688,119.0,Arthur L. Schawlow,Arthur Leonard Schawlow,,0.25,2.0,for their contribution to the development of laser spectroscopy,Physics,,,,,,,,,,,,,,,,,1,10,230,0,
1981,10/19/1981,1000000,3704688,120.0,Kai M. Siegbahn,Kai M. Siegbahn,male,0.5,3.0,for his contribution to the development of high-resolution electron spectroscopy,Physics,4/20/1918,Lund,Sweden,55.708313,13.199164,7/20/2007,Ängelholm,Sweden,56.245748,12.863881,Uppsala University,Uppsala,Sweden,59.858503,17.638748,https://en.wikipedia.org/wiki/Kai_Siegbahn,1,10,230,0,21.0
