,Year,Ceremony,Award ID,Award Type,Award Name,Work,Nominee,Winner
9392,1991,34,596,Work,Best Performance Of A Choral Work,Janácek: Glagolitic Mass / Dvorák: Te Deum,(Atlanta Symphony Chorus; Atlanta Symphony Orchestra),False
9393,1991,34,596,Work,Best Performance Of A Choral Work,Beethoven: Missa Solemnis (Album),(Monteverdi Choir; English Baroque Soloists),False
9394,1991,34,596,Work,Best Performance Of A Choral Work,Penderecki: St. Luke Passion (Album),"Bonistawa Wietrzny, chorus master (Warsaw National Philharmonic Orchestra Chorus; Warsaw National Philharmonic Orchestra)",False
9395,1991,34,596,Work,Best Performance Of A Choral Work,Penderecki: Polish Requiem (Album),"Werner Hagen & Hans-Peter Rauscher, chorus masters (North German Radio Symphony Orchestra)",False
9396,1991,34,596,Work,Best Performance Of A Choral Work,Bach: Mass In B Minor,"Georg Solti, conductor (Chicago Symphony Chorus; Chicago Symphony Orchestra)",True
9397,1991,34,597,Work,Best Classical Performance Instrumental Solo With Orchestra,Mozart: Piano Cons. 15 And 16 (Album),"Mitsuko Uchida, artist (English Chamber Orchestra)",False
9398,1991,34,597,Work,Best Classical Performance Instrumental Solo With Orchestra,Bartók: Violin Con. No. 2/ Viola Concerto,"Pinchas Zukerman, artist (Saint Louis Symphony Orchestra)",False
9399,1991,34,597,Work,Best Classical Performance Instrumental Solo With Orchestra,Copland: Clarinet Concerto (Track),"Stanley Drucker, artist (New York Philharmonic Orchestra)",False
9400,1991,34,597,Work,Best Classical Performance Instrumental Solo With Orchestra,"Tchaikovsky: Variations On A Rococo Theme, Op. 33 (Track)","Yo-Yo Ma, artist (Leningrad Philharmonic St. Petersburg)",False
9401,1991,34,597,Work,Best Classical Performance Instrumental Solo With Orchestra,Schnittke: Viola Concerto (Album),"Yuri Bashmet, artist (London Symphony Orchestra)",False
9402,1991,34,597,Work,Best Classical Performance Instrumental Solo With Orchestra,Barber: Piano Concerto,"John Browning, artist (Saint Louis Symphony Orchestra)",True
9403,1991,34,598,Work,Best Classical Performance Instrumental Solo Without Orchestra,"The American Romantic (Beach, Gottschalk, Helps) (Album)","Alan Feinberg, artist",False
9404,1991,34,598,Work,Best Classical Performance Instrumental Solo Without Orchestra,Evgeny Kissin: Carnegie Hall Debut Concert (Album),"Evgeny Kissin, artist",False
9405,1991,34,598,Work,Best Classical Performance Instrumental Solo Without Orchestra,The Aldeburgh Recital (Beethoven/Rachmaninoff/Schumann/Liszt) (Album),"Murray Perahia, artist",False
9406,1991,34,598,Work,Best Classical Performance Instrumental Solo Without Orchestra,Janácek: Piano Music,"Rudolf Firkusny, artist",False
9407,1991,34,598,Work,Best Classical Performance Instrumental Solo Without Orchestra,Granados: Goyescas; Allegro De Concierto; Danza Lenta,"Alicia De Larrocha, artist",True
9408,1991,34,599,Work,Best Chamber Music Performance,Arditti II (Bartok: Quartet No. 4/Gubaidulina: Quartet No. 3/Schnittke: Quartet No. 2) (Album),"Arditti String Quartet (David Alberman, Levine Andrade, Irvine Arditti & Rohan De Saram), artists",False
9409,1991,34,599,Work,Best Chamber Music Performance,Gesualdo: Tenebrae (Album),"Hilliard Ensemble (David Beavan, Rogers Covey-Crump, Paul Hillier, David James, Mark Padmore & John Potter), artists",False
9410,1991,34,599,Work,Best Chamber Music Performance,Carter: Four String Quartets/Duo For Violin And Piano (Album),"Juilliard String Quartet (Joel Krosnick, Robert Mann, Samuel Rhodes & Joel Smirnoff) & Christopher Oldfather, artists",False
9411,1991,34,599,Work,Best Chamber Music Performance,Bartók: Violin Sonata No. 1/Janacek: Violin Sonata/ Messiaen: Theme And Variations For Violin And Piano,"Martha Argerich & Gidon Kremer, artists",False
9412,1991,34,599,Work,Best Chamber Music Performance,Brahms: Piano Quartets (Op. 25 & 26),"Emanuel Ax, Jaime Laredo, Yo-Yo Ma & Isaac Stern, artists",True
9413,1991,34,600,Work,Best Classical Vocal Soloist,"Schubert: The Complete Songs, Vol. 7",Elly Ameling,False
9414,1991,34,600,Work,Best Classical Vocal Soloist,"Berlioz: Les Nuits d Ete, Op. 7; Mahler: 5 Wunderhorn Songs and 5 Ruckert Songs",Jan DeGaetani,False
9415,1991,34,600,Work,Best Classical Vocal Soloist,Adams: The Wound-Dresser,Sanford Sylvan,False
9416,1991,34,600,Work,Best Classical Vocal Soloist,"Songs from Des Knaben Wunderhorn (Mahler, Brahms, Schumann, Loewe, Strauss, Zemlinsky, von Weber)",Thomas Hampson,False
9417,1991,34,600,Work,Best Classical Vocal Soloist,"Carreras, Domingo, Pavarotti in Concert","José Carreras, Plácido Domingo, Luciano Pavarotti",True
9418,1991,34,601,Work,Best Contemporary Composition,Part: Miserere (Track),"Arvo Part, composer",False
9419,1991,34,601,Work,Best Contemporary Composition,Argento: Te Deum (Track),"Dominick Argento, composer",False
9420,1991,34,601,Work,Best Contemporary Composition,Carter: Oboe Concerto (Album),"Elliott Carter, composer",False
9421,1991,34,601,Work,Best Contemporary Composition,Maw: Odyssey (Album),"Nicholas Maw, composer",False
9422,1991,34,601,Work,Best Contemporary Composition,Corigliano: Symphony No. 1,"John Corigliano, composer",True
9423,1991,34,604,Work,"Best Country Vocal Performance, Female",Time Passes By (Album),Kathy Mattea,False
9424,1991,34,604,Work,"Best Country Vocal Performance, Female",For My Broken Heart (Album),Reba McEntire,False
9425,1991,34,604,Work,"Best Country Vocal Performance, Female",Down To My Last Teardrop (Track),Tanya Tucker,False
9426,1991,34,604,Work,"Best Country Vocal Performance, Female",She's In Love With The Boy (Single),Trisha Yearwood,False
9427,1991,34,604,Work,"Best Country Vocal Performance, Female",Down At The Twist And Shout,Mary Chapin Carpenter,True
9428,1991,34,605,Work,"Best Country Vocal Performance, Male",Don't Rock The Jukebox (Album),Alan Jackson,False
9429,1991,34,605,Work,"Best Country Vocal Performance, Male",Somewhere In My Broken Heart (Single),Billy Dean,False
9430,1991,34,605,Work,"Best Country Vocal Performance, Male",Here's A Quarter (Call Someone Who Cares) (Single),Travis Tritt,False
9431,1991,34,605,Work,"Best Country Vocal Performance, Male",Pocket Full Of Gold (Album),Vince Gill,False
9432,1991,34,605,Work,"Best Country Vocal Performance, Male",Ropin' The Wind,Garth Brooks,True
9433,1991,34,606,Work,Best Country Performance By A Duo Group With Vocal,Forever's As Far As I'll Go (Single),Alabama,False
9434,1991,34,606,Work,Best Country Performance By A Duo Group With Vocal,Meet In The Middle (Single),Diamond Rio,False
9435,1991,34,606,Work,Best Country Performance By A Duo Group With Vocal,Men (Track),Forester Sisters,False
9436,1991,34,606,Work,Best Country Performance By A Duo Group With Vocal,Electric Barnyard (Album),Kentucky Headhunters,False
9437,1991,34,606,Work,Best Country Performance By A Duo Group With Vocal,Zone Of Our Own (Album),Texas Tornados,False
9438,1991,34,606,Work,Best Country Performance By A Duo Group With Vocal,Love Can Build A Bridge,The Judds,True
9439,1991,34,607,Work,Best Country Vocal Collaboration,Hold On Partner,Clint Black And Roy Rogers,False
9440,1991,34,607,Work,Best Country Vocal Collaboration,Rockin' Years (Single),Dolly Parton And Ricky Van Shelton,False
9441,1991,34,607,Work,Best Country Vocal Collaboration,Brotherly Love (Single),Earl Thomas Conley And Keith Whitley,False
9442,1991,34,607,Work,Best Country Vocal Collaboration,Hopelessly Yours (Track),Lee Greenwood And Suzy Bogguss,False
9443,1991,34,607,Work,Best Country Vocal Collaboration,Restless,"Ricky Skaggs, Steve Wariner & Vince Gill",True
9444,1991,34,608,Work,Best Country Instrumental Performance,Neck And Neck (Album),"Chet Atkins, Mark Knopfler",False
9445,1991,34,608,Work,Best Country Instrumental Performance,Poultry Promenade (Track),Diamond Rio,False
9446,1991,34,608,Work,Best Country Instrumental Performance,Song For Jessica (Track),Norton Buffalo And Roy Rogers,False
9447,1991,34,608,Work,Best Country Instrumental Performance,Orange Blossom Special (Track),The Osborne Brothers,False
9448,1991,34,608,Work,Best Country Instrumental Performance,The New Nashville Cats,Mark O'Connor,True
9449,1991,34,609,Work,Best Country Song,Don't Rock The Jukebox (Single),"Alan Jackson, Roger Murrah & Keith Stegall, songwriters (Alan Jackson)",False
9450,1991,34,609,Work,Best Country Song,Eagle When She Flies (Single),"Dolly Parton, songwriter (Dolly Parton)",False
9451,1991,34,609,Work,Best Country Song,Down At The Twist And Shout (Single),"Mary Chapin Carpenter, songwriter (Mary Chapin Carpenter)",False
9452,1991,34,609,Work,Best Country Song,Here's A Quarter (Call Someone Who Cares) (Single),"Travis Tritt, songwriter (Travis Tritt)",False
9453,1991,34,609,Work,Best Country Song,Love Can Build A Bridge,"John Jarvis, Naomi Judd & Paul Overstreet, songwriters (The Judds)",True
9454,1991,34,611,Work,Best Bluegrass Album,Simple Pleasures (Album),Alison Brown,False
9455,1991,34,611,Work,Best Bluegrass Album,Music Among Friends (Album),Jim And Jesse,False
9456,1991,34,611,Work,Best Bluegrass Album,Home Of The Blues (Album),The Nashville Bluegrass Band,False
9457,1991,34,611,Work,Best Bluegrass Album,Hillbilly Fever (Album),The Osborne Brothers,False
9458,1991,34,611,Work,Best Bluegrass Album,Spring Training,Carl Jackson & John Starling (With The Nash Ramblers),True
9459,1991,34,612,Work,Best Instrumental Composition,Blu-Bop (Track),"Béla Fleck, Howard Levy, Roy Wooten & Victor Wooten, composers (Bela Fleck And The Flecktones)",False
9460,1991,34,612,Work,Best Instrumental Composition,Corfu (Track),"Claus Ogerman, composer (Claus Ogerman And Michael Brecker)",False
9461,1991,34,612,Work,Best Instrumental Composition,Cliffs Of Dover (Single),"Eric Johnson, composer (Eric Johnson)",False
9462,1991,34,612,Work,Best Instrumental Composition,North On South St. (Single),"Herb Alpert & Greg Smith, composers (Herb Alpert)",False
9463,1991,34,612,Work,Best Instrumental Composition,Basque,"Elton John, composer (James Galway)",True
9464,1991,34,613,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,Edward Scissorhands (Album),"Danny Elfman, composer (Various Artists)",False
9465,1991,34,613,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,Havana (Album),"Dave Grusin, composer (Dave Grusin)",False
9466,1991,34,613,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,Robin Hood: Prince Of Thieves,"Michael Kamen, composer (Michael Kamen)",False
9467,1991,34,613,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,Avalon (Album),"Randy Newman, composer (Various Artists)",False
9468,1991,34,613,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,Awakenings (Album),"Randy Newman, composer (Various Artists)",False
9469,1991,34,613,Work,Best Instrumental Composition Written For A Motion Picture Or For Television,Dances With Wolves,"John Barry, composer (John Barry)",True
9470,1991,34,614,Work,Best Song Written Specifically For A Motion Picture Or For Television,Somewhere In My Memory (From Home Alone),"Leslie Bricusse & John Williams, songwriters (John Williams)",False
9471,1991,34,614,Work,Best Song Written Specifically For A Motion Picture Or For Television,Gotta Have You (From Jungle Fever),"Stevie Wonder, songwriter (Stevie Wonder)",False
9472,1991,34,614,Work,Best Song Written Specifically For A Motion Picture Or For Television,Jungle Fever (From Jungle Fever),"Stevie Wonder, songwriter (Stevie Wonder)",False
9473,1991,34,614,Work,Best Song Written Specifically For A Motion Picture Or For Television,(Everything I Do) I Do It For You (From Robin Hood - Prince Of Thieves),"Bryan Adams, Michael Kamen & Robert John ""Mutt"" Lange, songwriters (Bryan Adams)",True
9474,1991,34,618,Work,Best Arrangement On An Instrumental,A Nightingale Sang In Berkeley Square (Track),"Ed Neumiester, arranger (The Mel Lewis Jazz Orchestra)",False
9475,1991,34,618,Work,Best Arrangement On An Instrumental,The Untouchables (Track),"Henry Mancini, arranger (Henry Mancini, conductor)",False
9476,1991,34,618,Work,Best Arrangement On An Instrumental,Maid Marian (Track),"Michael Kamen, arranger (Michael Kamen, conductor)",False
9477,1991,34,618,Work,Best Arrangement On An Instrumental,Got A Match? (Track),"Mike Bogle, arranger (University Of North Texas One O'Clock Lab Band)",False
9478,1991,34,618,Work,Best Arrangement On An Instrumental,Candles And Stones (Track),"Peter Apfelbaum, arranger (Peter Apfelbaum And The Hieroglyphics Ensemble)",False
9479,1991,34,618,Work,Best Arrangement On An Instrumental,Medley: Bess You Is My Woman/I Loves You Porgy,"Dave Grusin, arranger (Dave Grusin)",True
9480,1991,34,619,Work,Best Instrumental Arrangement Accompanying Vocal(S),"Blue Light, Red Light (Someone's There) (Track)","Harry Connick Jr., arranger (Harry Connick Jr.)",False
9481,1991,34,619,Work,Best Instrumental Arrangement Accompanying Vocal(S),Alone In The World (Track),"Jeremy Lubbock, arranger (Patti Austin)",False
9482,1991,34,619,Work,Best Instrumental Arrangement Accompanying Vocal(S),A Medley Of: For Sentimental Reasons/Tenderly/Autumn Leaves (Track),"Marty Paich, arranger (Natalie Cole)",False
9483,1991,34,619,Work,Best Instrumental Arrangement Accompanying Vocal(S),Nature Boy,"Michel Legrand, arranger (Natalie Cole)",False
9484,1991,34,619,Work,Best Instrumental Arrangement Accompanying Vocal(S),Unforgettable,"Johnny Mandel, arranger (Natalie Cole)",True
9485,1991,34,620,Work,Best Album Package,Just For The Record (Album),"Gabrielle Raumberger, art director (Barbra Streisand)",False
9486,1991,34,620,Work,Best Album Package,Beat The Boots - Limited Edition Box Set (Album),"Geoff Gans, art director (Frank Zappa)",False
9487,1991,34,620,Work,Best Album Package,Recycler (Special Package) (Album),"Kim Champagne & Jeffrey Gold, art directors (ZZ Top)",False
9488,1991,34,620,Work,Best Album Package,Mighty Like A Rose (Special Package) (Album),"Steven Baker & Dirk Walter, art directors (Elvis Costello)",False
9489,1991,34,620,Work,Best Album Package,Billie Holiday - The Complete Decca Recordings,"Vartan, art director (Billie Holiday)",True
9490,1991,34,621,Work,Best Album Notes,The Original Singles Collection...Plus (Album),"Colin Escott, album notes writer (Hank Williams)",False
9491,1991,34,621,Work,Best Album Notes,The Bootleg Series Volumes 1-3 (Rare And Unreleased) (Album),"John Bauldie, album notes writer (Bob Dylan)",False
9492,1991,34,621,Work,Best Album Notes,The Complete Stax/Volt Singles 1959-1968 (Album),"Rob Bowman, album notes writer (Various Artists)",False
9493,1991,34,621,Work,Best Album Notes,The Birth Of Soul (Album),"Robert Palmer, album notes writer (Ray Charles)",False
9494,1991,34,621,Work,Best Album Notes,Star Time,"James Brown, Nelson George, Alan M. Leeds, Harry Weinger & Cliff White, album notes writers (James Brown)",True
9495,1991,34,622,Work,Best Historical Album,The First 100 Years,"(Chicago Symphony Orchestra, Georg Solti, cond.)",False
9496,1991,34,622,Work,Best Historical Album,The Complete Caruso (Album),(Enrico Caruso),False
9497,1991,34,622,Work,Best Historical Album,Igor Stravinsky The Recorded Legacy (Album),(Igor Stravinsky),False
9498,1991,34,622,Work,Best Historical Album,The Complete Stax/Volt Singles 1959-1968 (Album),(Various Artists),False
9499,1991,34,622,Work,Best Historical Album,Billie Holiday - The Complete Decca Recordings,(Billie Holiday),True
9500,1991,34,625,Work,Best Traditional Folk Album,Le Mystere Des Voix Bulgares Vol. 3 (Album),(Various Artists),False
9501,1991,34,625,Work,Best Traditional Folk Album,My Dear Old Southern Home (Album),Doc Watson,False
9502,1991,34,625,Work,Best Traditional Folk Album,Alligator Man (Album),Jimmy C. Newman (And Cajun Country),False
9503,1991,34,625,Work,Best Traditional Folk Album,Solo-Oldtime Country Music (Album),Mike Seeger,False
9504,1991,34,625,Work,Best Traditional Folk Album,The Civil War - Original Soundtrack,(Various Artists),True
9505,1991,34,626,Work,Best Contemporary Folk Album,Cajun Conja (Album),Beausoleil,False
9506,1991,34,626,Work,Best Contemporary Folk Album,"Back On The Bus, Y'all (Album)",Indigo Girls,False
9507,1991,34,626,Work,Best Contemporary Folk Album,Jerry Garcia/David Grisman (Album),Jerry Garcia And David Grisman,False
9508,1991,34,626,Work,Best Contemporary Folk Album,Interiors,Rosanne Cash,False
9509,1991,34,626,Work,Best Contemporary Folk Album,The Missing Years,John Prine,True
9510,1991,34,627,Work,Record Of The Year,Baby Baby (Single),Amy Grant,False
9511,1991,34,627,Work,Record Of The Year,Something To Talk About (Single),Bonnie Raitt,False
9512,1991,34,627,Work,Record Of The Year,(Everything I Do) I Do It For You,Bryan Adams,False
9513,1991,34,627,Work,Record Of The Year,Losing My Religion,R.E.M.,False
9514,1991,34,627,Work,Record Of The Year,Unforgettable,"Natalie Cole (With Nat ""King"" Cole)",True
9515,1991,34,628,Work,Album Of The Year,Heart In Motion,Amy Grant,False
9516,1991,34,628,Work,Album Of The Year,Luck Of The Draw (Album),Bonnie Raitt,False
9517,1991,34,628,Work,Album Of The Year,The Rhythm Of The Saints (Album),Paul Simon,False
9518,1991,34,628,Work,Album Of The Year,Out Of Time (Album),R.E.M.,False
9519,1991,34,628,Work,Album Of The Year,Unforgettable With Love,Natalie Cole,True
9520,1991,34,629,Work,Song Of The Year,Baby Baby (Single),"Amy Grant & Keith Thomas, songwriters (Amy Grant)",False
9521,1991,34,629,Work,Song Of The Year,Losing My Religion (Single),"Bill Berry, Peter Buck, Mike Mills & Michael Stipe, songwriters (R.E.M.)",False
9522,1991,34,629,Work,Song Of The Year,(Everything I Do) I Do It For You,"Bryan Adams, Michael Kamen & Robert John ""Mutt"" Lange, songwriters (Bryan Adams)",False
9523,1991,34,629,Work,Song Of The Year,Walking In Memphis,"Marc Cohn, songwriter (Marc Cohn)",False
9524,1991,34,629,Work,Song Of The Year,Unforgettable,"Irving Gordon, songwriter (Natalie Cole [With Nat ""King"" Cole])",True
9525,1991,34,630,Nominee,Best New Artist,,Boyz II Men,False
9526,1991,34,630,Nominee,Best New Artist,,C + C Music Factory,False
9527,1991,34,630,Nominee,Best New Artist,,Color Me Badd,False
9528,1991,34,630,Nominee,Best New Artist,,Seal,False
9529,1991,34,630,Nominee,Best New Artist,,Marc Cohn,True
9530,1991,34,631,Work,Best Rock/Contemporary Gospel Album,Go To The Top (Album),DeGarmo And Key,False
9531,1991,34,631,Work,Best Rock/Contemporary Gospel Album,Brave Heart (Album),Kim Hill,False
9532,1991,34,631,Work,Best Rock/Contemporary Gospel Album,Simple House (Album),Margaret Becker,False
9533,1991,34,631,Work,Best Rock/Contemporary Gospel Album,Nu Thang (Album),dc Talk,False
9534,1991,34,631,Work,Best Rock/Contemporary Gospel Album,Under Their Influence,Russ Taff,True
9535,1991,34,632,Work,Best Pop Gospel Album,Shakin' The House...Live (Album),Carman And Commissioned And The Christ Church Choir,False
9536,1991,34,632,Work,Best Pop Gospel Album,"Larnelle Live (Psalms, Hymns And Spiritual Songs) (Album)",Larnelle Harris,False
9537,1991,34,632,Work,Best Pop Gospel Album,The Me Nobody Knows (Album),Marilyn McCoo,False
9538,1991,34,632,Work,Best Pop Gospel Album,Michael English (Album),Michael English,False
9539,1991,34,632,Work,Best Pop Gospel Album,For The Sake Of The Call,Steven Curtis Chapman,True
9540,1991,34,633,Work,Best Southern Gospel Album,Peace In The Valley (Album),J.D. Sumner And The Stamps Quartet,False
9541,1991,34,633,Work,Best Southern Gospel Album,Shoulder To Shoulder (Album),Mid-South Boys,False
9542,1991,34,633,Work,Best Southern Gospel Album,Still Rollin' (Album),The Chuck Wagon Gang,False
9543,1991,34,633,Work,Best Southern Gospel Album,Hallelujah Time (Album),The Speers,False
9544,1991,34,633,Work,Best Southern Gospel Album,Love Will (Album),The Talleys,False
9545,1991,34,633,Work,Best Southern Gospel Album,Homecoming,The Gaither Vocal Band,True
9546,1991,34,634,Work,Best Traditional Soul Gospel Album,Thank You Mamma For Praying For Me (Album),"Huey Williams, The Jackson Southernaires",False
9547,1991,34,634,Work,Best Traditional Soul Gospel Album,My Faith (Album),Minister Thomas Whitfield And Thomas Whitfield Co.,False
9548,1991,34,634,Work,Best Traditional Soul Gospel Album,This Is Your Night (Album),The Williams Brothers,False
9549,1991,34,634,Work,Best Traditional Soul Gospel Album,The Truth About Christmas (Album),Vanessa Bell Armstrong,False
9550,1991,34,634,Work,Best Traditional Soul Gospel Album,Pray For Me,Mighty Clouds Of Joy,True
9551,1991,34,635,Work,Best Contemporary Soul Gospel Album,Look A Little Closer (Album),Helen Baylor,False
9552,1991,34,635,Work,Best Contemporary Soul Gospel Album,The Promise (Album),Ricky Dillard's New Generation Chorale,False
9553,1991,34,635,Work,Best Contemporary Soul Gospel Album,Phenomenon (Album),The Rance Allen Group,False
9554,1991,34,635,Work,Best Contemporary Soul Gospel Album,Mean What You Say (Album),Witness,False
9555,1991,34,635,Work,Best Contemporary Soul Gospel Album,Different Lifestyles,CeCe & BeBe Winans,True
9556,1991,34,636,Work,Best Gospel Album By Choir Or Chorus,Jesus Be Praised (Album),"Carol Cymbala, choir director (The Brooklyn Tabernacle Singers)",False
9557,1991,34,636,Work,Best Gospel Album By Choir Or Chorus,Edwin Hawkins Music And Arts Seminar Chicago Mass Choir (Album),"Edwin Hawkins, choir director (Music And Arts Seminar Chicago Mass Choir)",False
9558,1991,34,636,Work,Best Gospel Album By Choir Or Chorus,Rev. James Cleveland And The L.A. Gospel Messengers (Album),"James Cleveland, choir director (James Cleveland And The Gospel Messengers)",False
9559,1991,34,636,Work,Best Gospel Album By Choir Or Chorus,Hand In Hand (Album),"Landy Gardner, choir director (Christ Church Choir)",False
9560,1991,34,636,Work,Best Gospel Album By Choir Or Chorus,Above And Beyond (Album),"O'Landa Draper, choir director (O'Landa Draper And The Associates)",False
9561,1991,34,636,Work,Best Gospel Album By Choir Or Chorus,The Evolution Of Gospel,"Gary Hines, choir director (The Sounds Of Blackness)",True
9562,1991,34,657,Work,Best Contemporary Jazz Performance,Medicine Music (Album),Bobby McFerrin,False
9563,1991,34,657,Work,Best Contemporary Jazz Performance,Flight Of The Cosmic Hippo (Album),Béla Fleck And The Flecktones,False
9564,1991,34,657,Work,Best Contemporary Jazz Performance,Claus Ogerman Featuring Michael Brecker (Album),Claus Ogerman And Michael Brecker,False
9565,1991,34,657,Work,Best Contemporary Jazz Performance,Ashes To Ashes (Album),Joe Sample,False
9566,1991,34,657,Work,Best Contemporary Jazz Performance,Greenhouse (Album),Yellowjackets,False
9567,1991,34,657,Work,Best Contemporary Jazz Performance,Sassy,The Manhattan Transfer,True
9568,1991,34,658,Work,Best Jazz Vocal Performance,Ellington Medley,Mel Tormé,False
9569,1991,34,658,Work,Best Jazz Vocal Performance,Long 'Bout Midnight (Track),Natalie Cole,False
9570,1991,34,658,Work,Best Jazz Vocal Performance,You Won't Forget Me (Album),Shirley Horn,False
9571,1991,34,658,Work,Best Jazz Vocal Performance,The Offbeat Of Avenues,The Manhattan Transfer,False
9572,1991,34,658,Work,Best Jazz Vocal Performance,He Is Christmas,Take 6,True
9573,1991,34,659,Work,Best Jazz Instrumental Solo,How Long Has This Been Going On? (Track),"Dave Grusin, soloist",False
9574,1991,34,659,Work,Best Jazz Instrumental Solo,Another Hand (Track),"David Sanborn, soloist",False
9575,1991,34,659,Work,Best Jazz Instrumental Solo,Bluesette (Track),"Jean ""Toots"" Theilmans, soloist",False
9576,1991,34,659,Work,Best Jazz Instrumental Solo,All Bird's Children (Track),"Phil Woods, soloist",False
9577,1991,34,659,Work,Best Jazz Instrumental Solo,I Remember You,"Stan Getz, soloist",True
9578,1991,34,660,Work,"Best Jazz Instrumental Performance, Group",Alive (Album),Chick Corea Akoustic Band,False
9579,1991,34,660,Work,"Best Jazz Instrumental Performance, Group",The Gershwin Connection (Album),Dave Grusin,False
9580,1991,34,660,Work,"Best Jazz Instrumental Performance, Group",Another Hand (Album),David Sanborn,False
9581,1991,34,660,Work,"Best Jazz Instrumental Performance, Group",Lionel Hampton And The Golden Men Of Jazz Live At The Blue Note (Album),Lionel Hampton And The Golden Men of Jazz,False
9582,1991,34,660,Work,"Best Jazz Instrumental Performance, Group",Saturday Night At The Blue Note,Oscar Peterson Trio,True
9583,1991,34,661,Work,Best Large Jazz Ensemble Performance,Art Of The Big Band (Album),Bob Mintzer,False
9584,1991,34,661,Work,Best Large Jazz Ensemble Performance,Dream Keeper (Album),Charlie Haden,False
9585,1991,34,661,Work,Best Large Jazz Ensemble Performance,Once More With Feeling (Album),Doc Severinsen And The Tonight Show Band,False
9586,1991,34,661,Work,Best Large Jazz Ensemble Performance,Paris All-Star Blues (A Tribute To Charlie Parker) (Album),Jay McShann,False
9587,1991,34,661,Work,Best Large Jazz Ensemble Performance,The Brass Is Back (Album),Rob McConnell And The Boss Brass,False
9588,1991,34,661,Work,Best Large Jazz Ensemble Performance,Live At The Royal Festival Hall,Dizzy Gillespie,True
9589,1991,34,664,Work,Best Latin Pop Album,Flor De Papel (Album),Alejandra Guzman,False
9590,1991,34,664,Work,Best Latin Pop Album,Amada Mas Que Nunca (Album),Daniela Romo,False
9591,1991,34,664,Work,Best Latin Pop Album,A Traves De Tus Ojos,Los Bukis,False
9592,1991,34,664,Work,Best Latin Pop Album,...con Amor Eterno (Album),Pandora,False
9593,1991,34,664,Work,Best Latin Pop Album,Cosas Del Amor,Vikki Carr,True
9594,1991,34,665,Work,Best Tropical Latin Album,Luces Del Alma (Album),Luis Enrique,False
9595,1991,34,665,Work,Best Tropical Latin Album,A Night At Kimball's East,Poncho Sanchez,False
9596,1991,34,665,Work,Best Tropical Latin Album,Caminando (Album),Rubén Blades,False
9597,1991,34,665,Work,Best Tropical Latin Album,The Mambo King 100th LP (Album),Tito Puente,False
9598,1991,34,665,Work,Best Tropical Latin Album,Bachata Rosa,Juan Luis Guerra 4.40,True
9599,1991,34,666,Work,Best Mexican-American Album,Porque Te Quiero (Album),La Sombra,False
9600,1991,34,666,Work,Best Mexican-American Album,Para Adoloridos (Album),Los Tigres Del Norte,False
9601,1991,34,666,Work,Best Mexican-American Album,Para Nuestra Gente (Album),Mazz,False
9602,1991,34,666,Work,Best Mexican-American Album,16 de Septiembre,Little Joe,True
9603,1991,34,672,Work,Best Music Video - Short Form,When You Wish Upon A Star (Video),Billy Joel,False
9604,1991,34,672,Work,Best Music Video - Short Form,Series Of Dreams (Video),Bob Dylan,False
9605,1991,34,672,Work,Best Music Video - Short Form,Calling Elvis (Video),Dire Straits,False
9606,1991,34,672,Work,Best Music Video - Short Form,The Thunder Rolls (Video),Garth Brooks,False
9607,1991,34,672,Work,Best Music Video - Short Form,Losing My Religion,R.E.M.,True
9608,1991,34,673,Work,Best Music Video - Long Form,Live At Yankee Stadium (Video),Billy Joel,False
9609,1991,34,673,Work,Best Music Video - Long Form,"Lifers Group World Tour Rahway Prison, That's It (Video)","Lifers Group Rahway Prison, Maxwell Melvins, leader",False
9610,1991,34,673,Work,Best Music Video - Long Form,P.O.V. (Video),Peter Gabriel,False
9611,1991,34,673,Work,Best Music Video - Long Form,Year Of The Horse (Video),Sinéad O'Connor,False
9612,1991,34,673,Work,Best Music Video - Long Form,Madonna - Blonde Ambition World Tour Live,Madonna,True
9613,1991,34,676,Work,Best New Age Album,In The Wake Of The Wind (Album),David Arkenstone,False
9614,1991,34,676,Work,Best New Age Album,Borrasca (Album),Ottmar Liebert,False
9615,1991,34,676,Work,Best New Age Album,Hotel Luna (Album),Suzanne Ciani,False
9616,1991,34,676,Work,Best New Age Album,Canyon Dreams (Album),Tangerine Dream,False
9617,1991,34,676,Work,Best New Age Album,Fresh Aire 7,Chip Davis (Mannheim Steamroller),True
9618,1991,34,677,Work,Best Polka Album,All Around The World (Album),Eddie Blazonczyk's Versatones,False
9619,1991,34,677,Work,Best Polka Album,We Are Family (Album),Polka Family Band,False
9620,1991,34,677,Work,Best Polka Album,When The Band Plays A Polka (Album),The Dynatones,False
9621,1991,34,677,Work,Best Polka Album,A Wonderful World Of Polkas And Waltzes (Album),Walter Ostanek And His Band,False
9622,1991,34,677,Work,Best Polka Album,Live At Gilley's!,Jimmy Sturr,True
9623,1991,34,678,Work,"Best Pop Vocal Performance, Female",Baby Baby (Single),Amy Grant,False
9624,1991,34,678,Work,"Best Pop Vocal Performance, Female",Emotions,Mariah Carey,False
